V axon soma stm a-f,Firing modulation soma stm a-f,V axon axon stm a-f,Firing modulation axon stm a-f,V axon soma stm g,Firing modulation soma stm g,V axon axon stm g,Firing modulation axon stm g,time (ms) h-i,voltage near axon (microV) h-i,time (ms) h-i,firing modulation (Hz; green trace) h-i
,,,,,,,,-785.129.938.529,-229.607.042.929,-115.987.000.589,68.118.882.192
,,,,,,,,-783.139.938.474,-235.086.545.834,-115.820.333.922,681.886.123.306
,,,,,,,,-781.149.938.419,-242.421.698.113,-115.653.667.255,682.545.612.462
,,,,,,,,-779.159.938.364,-242.787.923.151,-115.487.000.589,683.166.188.134
,,,,,,,,-777.169.938.308,-242.409.540.043,-115.320.333.922,683.747.017.172
,,,,,,,,-775.179.938.253,-242.164.099.175,-115.153.667.255,68.428.752.816
,,,,,,,,-773.189.938.198,-242.090.052.786,-114.987.000.589,684.787.403.237
,,,,,,,,-771.199.938.143,-241.753.573.397,-114.820.333.922,68.524.656.826
,,,,,,,,-769.209.938.087,-241.884.937.625,-114.653.667.255,685.665.181.427
,,,,,,,,-767.219.938.032,-241.641.564.437,-114.487.000.589,686.043.620.514
,,,,,,,,-765.229.937.977,-241.552.676.582,-114.320.333.922,686.382.468.877
,,,,,,,,-763.239.937.922,-241.590.708.329,-114.153.667.255,686.682.500.387
,,,,,,,,-761.249.937.867,-241.678.058.548,-113.987.000.589,686.944.663.454
,,,,,,,,-759.259.937.811,-241.843.429.777,-113.820.333.922,687.170.064.336
,,,,,,,,-757.269.937.756,-241.914.448.778,-113.653.667.255,687.359.949.895
,,,,,,,,-755.279.937.701,-241.773.158.786,-113.487.000.589,687.515.690.008
,,,,,,,,-753.289.937.646,-241.482.748.325,-113.320.333.922,687.638.759.799
,,,,,,,,-75.129.993.759,-240.978.992.184,-113.153.667.255,687.730.721.898
,,,,,,,,-749.309.937.535,-24.076.636.316,-112.987.000.589,687.793.208.909
,,,,,,,,-74.731.993.748,-240.580.789.545,-112.820.333.922,687.827.906.266
,,,,,,,,-745.329.937.425,-239.710.240.271,-112.653.667.255,687.836.535.661
,,,,,,,,-743.339.937.369,-237.877.294.684,-112.487.000.589,687.820.839.195
,,,,,,,,-741.349.937.314,-237.985.851.021,-112.320.333.922,687.782.564.426
,,,,,,,,-739.359.937.259,-229.855.318.322,-112.153.667.255,687.723.450.422
,,,,,,,,-737.369.937.204,-225.450.181.748,-111.987.000.589,687.645.214.971
,,,,,,,,-735.379.937.149,-228.103.478.974,-111.820.333.922,687.549.543.016
,,,,,,,,-733.389.937.093,-228.821.828.157,-111.653.667.255,687.438.076.407
,,,,,,,,-731.399.937.038,-225.228.420.694,-111.487.000.589,687.312.405.026
,,,,,,,,-729.409.936.983,-225.101.716.783,-111.320.333.922,687.174.059.289
,,,,,,,,-727.419.936.928,-224.982.873.929,-111.153.667.255,687.024.504.056
,,,,,,,,-725.429.936.872,-224.978.358.714,-110.987.000.589,686.865.133.901
,,,,,,,,-723.439.936.817,-224.355.387.775,-110.820.333.922,686.697.269.704
,,,,,,,,-721.449.936.762,-224.027.372.913,-110.653.667.255,686.522.156.496
,,,,,,,,-719.459.936.707,-223.852.796.581,-110.487.000.589,68.634.096.245
,,,,,,,,-717.469.936.651,-22.413.324.513,-110.320.333.922,686.154.778.923
,,,,,,,,-715.479.936.596,-224.883.341.196,-110.153.667.255,685.964.621.406
,,,,,,,,-713.489.936.541,-226.839.355.072,-109.987.000.589,68.577.143.125
,,,,,,,,-711.499.936.486,-22.492.334.036,-109.820.333.922,685.576.078.017
,,,,,,,,-709.509.936.431,-233.550.077.677,-109.653.667.255,685.379.362.299
,,,,,,,,-707.519.936.375,-233.889.953.933,-109.487.000.589,685.182.018.849
,,,,,,,,-70.552.993.632,-224.361.101.008,-109.320.333.922,684.984.719.878
,,,,,,,,-703.539.936.265,-224.029.900.638,-109.153.667.255,684.788.078.371
,,,,,,,,-70.154.993.621,-223.852.780.821,-108.987.000.589,684.592.651.278
,,,,,,,,-699.559.936.154,-221.057.667.671,-108.820.333.922,684.398.942.479
,,,,,,,,-697.569.936.099,-221.246.764.437,-108.653.667.256,684.207.405.408
,,,,,,,,-695.579.936.044,-221.353.599.093,-108.487.000.589,684.018.445.252
,,,,,,,,-693.589.935.989,-221.449.452.904,-108.320.333.922,683.832.420.672
,,,,,,,,-691.599.935.933,-220.661.696.717,-108.153.667.256,683.649.645.007
,,,,,,,,-689.609.935.878,-218.886.097.197,-107.987.000.589,683.470.386.942
,,,,,,,,-687.619.935.823,-218.789.382.992,-107.820.333.922,683.294.870.647
,,,,,,,,-685.629.935.768,-210.121.835.457,-107.653.667.256,68.312.327.543
,,,,,,,,-683.639.935.713,-205.575.471.591,-107.487.000.589,682.955.734.948
,,,,,,,,-681.649.935.657,-205.208.235.726,-107.320.333.922,682.792.336.055
,,,,,,,,-679.659.935.602,-205.250.370.923,-107.153.667.256,682.633.117.371
,,,,,,,,-677.669.935.547,-205.089.934.112,-106.987.000.589,682.478.067.686
,,,,,,,,-675.679.935.492,-205.223.173.206,-106.820.333.922,682.327.124.311
,,,,,,,,-673.689.935.436,-205.627.181.594,-106.653.667.256,682.180.171.507
,,,,,,,,-671.699.935.381,-205.409.940.383,-106.487.000.589,682.037.039.111
,,,,,,,,-669.709.935.326,-205.178.206.843,-106.320.333.922,681.897.501.506
,,,,,,,,-667.719.935.271,-205.428.468.865,-106.153.667.256,681.761.277.051
,,,,,,,,-665.729.935.216,-205.269.816.722,-105.987.000.589,681.628.028.096
,,,,,,,,-66.373.993.516,-205.554.141.672,-105.820.333.922,681.497.361.706
,,,,,,,,-661.749.935.105,-20.515.360.831,-105.653.667.256,681.368.831.181
,,,,,,,,-65.975.993.505,-20.565.569.123,-105.487.000.589,681.241.938.465
,,,,,,,,-657.769.934.995,-205.710.250.487,-105.320.333.922,681.116.137.511
,,,,,,,,-655.779.934.939,-207.690.478.288,-105.153.667.256,68.099.083.866
,,,,,,,,-653.789.934.884,-209.257.538.193,-104.987.000.589,680.865.414.043
,,,,,,,,-651.799.934.829,-212.452.056.413,-104.820.333.922,68.073.920.403
,,,,,,,,-649.809.934.774,-224.677.325.567,-104.653.667.256,6.806.115.247
,,,,,,,,-647.819.934.718,-224.925.400.566,-104.487.000.589,680.481.676.302
,,,,,,,,-645.829.934.663,-224.970.924.147,-104.320.333.922,680.348.952.625
,,,,,,,,-643.839.934.608,-225.335.014.331,-104.153.667.256,680.212.651.218
,,,,,,,,-641.849.934.553,-225.112.315.457,-103.987.000.589,680.072.084.332
,,,,,,,,-639.859.934.498,-225.216.700.845,-103.820.333.922,679.926.590.474
,,,,,,,,-637.869.934.442,-225.172.863.016,-103.653.667.256,67.977.554.642
,,,,,,,,-635.879.934.387,-225.101.273.038,-103.487.000.589,679.618.379.528
,,,,,,,,-633.889.934.332,-226.608.213.623,-103.320.333.922,679.454.580.188
,,,,,,,,-631.899.934.277,-227.733.807.178,-103.153.667.256,679.283.714.207
,,,,,,,,-629.909.934.221,-227.951.691.987,-102.987.000.589,679.105.434.949
,,,,,,,,-627.919.934.166,-240.109.206.321,-102.820.333.922,678.919.495.027
,,,,,,,,-625.929.934.111,-240.185.681.807,-102.653.667.256,678.725.757.339
,,,,,,,,-623.939.934.056,-24.023.919.285,-102.487.000.589,67.852.420.526
,,,,,,,,-621.949.934,-24.011.190.064,-102.320.333.922,678.314.951.777
,,,,,,,,-619.959.933.945,-240.080.021.642,-102.153.667.256,678.098.247.387
,,,,,,,,-61.796.993.389,-24.001.826.369,-101.987.000.589,677.874.486.569
,,,,,,,,-615.979.933.835,-239.570.758.145,-101.820.333.922,677.644.212.673
,,,,,,,,-61.398.993.378,-236.973.893.655,-101.653.667.256,677.408.121.064
,,,,,,,,-611.999.933.724,-236.853.630.725,-101.487.000.589,677.167.060.391
,,,,,,,,-610.009.933.669,-230.258.638.483,-101.320.333.922,676.922.031.887
,,,,,,,,-608.019.933.614,-222.537.808.774,-101.153.667.256,676.674.186.588
,,,,,,,,-606.029.933.559,-220.430.982.286,-100.987.000.589,676.424.820.437
,,,,,,,,-604.039.933.503,-218.905.204.576,-100.820.333.922,676.175.367.236
,,,,,,,,-602.049.933.448,-217.796.385.982,-100.653.667.256,675.927.389.445
,,,,,,,,-600.059.933.393,-217.793.253.248,-100.487.000.589,675.682.566.869
,,,,,,,,-598.069.933.338,-206.143.532.973,-100.320.333.922,675.442.683.287
,,,,,,,,-596.079.933.282,-205.740.233.602,-100.153.667.256,675.209.611.143
,,,,,,,,-594.089.933.227,-205.756.675.088,-999.870.005.888,6.749.852.944
,,,,,,,,-592.099.933.172,-206.166.469.733,-998.203.339.222,67.477.172.975
,,,,,,,,-590.109.933.117,-206.326.142.413,-996.536.672.555,674.570.946.346
,,,,,,,,-588.119.933.062,-206.393.804.868,-994.870.005.888,67.438.498.429
,,,,,,,,-586.129.933.006,-206.052.703.197,-993.203.339.222,674.215.872.114
,,,,,,,,-584.139.932.951,-205.949.180.361,-991.536.672.555,674.065.603.519
,,,,,,,,-582.149.932.896,-206.137.262.892,-989.870.005.888,673.936.113.659
,,,,,,,,-580.159.932.841,-205.775.658.367,-988.203.339.222,673.829.255.266
,,,,,,,,-578.169.932.785,-204.490.696.777,-986.536.672.555,673.746.774.918
,,,,,,,,-57.617.993.273,-205.520.015.836,-984.870.005.888,673.690.289.771
,,,,,,,,-574.189.932.675,-199.517.283.874,-983.203.339.222,673.661.265.061
,,,,,,,,-57.219.993.262,-202.341.014.362,-981.536.672.555,673.660.992.689
,,,,,,,,-570.209.932.564,-201.898.772.981,-979.870.005.888,673.690.571.184
,,,,,,,,-568.219.932.509,-19.385.361.036,-978.203.339.222,673.750.887.333
,,,,,,,,-566.229.932.454,-204.949.873.057,-976.536.672.555,673.842.599.753
,,,,,,,,-564.239.932.399,-208.908.414.278,-974.870.005.888,673.966.124.631
,,,,,,,,-562.249.932.344,-209.772.722.801,-973.203.339.222,674.121.623.878
,,,,,,,,-560.259.932.288,-221.694.165.224,-971.536.672.555,674.308.995.873
,,,,,,,,-558.269.932.233,-224.668.134.366,-969.870.005.888,674.527.868.957
,,,,,,,,-556.279.932.178,-224.719.795.236,-968.203.339.222,674.777.597.811
,,,,,,,,-554.289.932.123,-224.458.097.872,-966.536.672.555,675.057.262.809
,,,,,,,,-552.299.932.067,-22.498.180.993,-964.870.005.888,675.365.672.396
,,,,,,,,-550.309.932.012,-22.496.700.088,-963.203.339.222,675.701.368.505
,,,,,,,,-548.319.931.957,-224.804.747.461,-961.536.672.555,676.062.635.018
,,,,,,,,-546.329.931.902,-224.836.843.773,-959.870.005.888,676.447.509.186
,,,,,,,,-544.339.931.846,-22.479.782.065,-958.203.339.222,676.853.795.942
,,,,,,,,-542.349.931.791,-224.914.838.418,-956.536.672.555,677.279.084.976
,,,,,,,,-540.359.931.736,-224.676.806.574,-954.870.005.888,677.720.770.414
,,,,,,,,-538.369.931.681,-22.510.358.076,-953.203.339.222,678.176.072.933
,,,,,,,,-536.379.931.626,-224.900.985.968,-951.536.672.555,678.642.064.075
,,,,,,,,-53.438.993.157,-223.536.652.748,-949.870.005.888,679.115.692.553
,,,,,,,,-532.399.931.515,-221.202.001.527,-948.203.339.222,679.593.812.264
,,,,,,,,-53.040.993.146,-223.849.788.716,-946.536.672.555,680.073.211.752
,,,,,,,,-528.419.931.405,-224.063.540.589,-944.870.005.888,680.550.644.809
,,,,,,,,-526.429.931.349,-224.143.045.503,-943.203.339.222,681.022.861.915
,,,,,,,,-524.439.931.294,-224.078.520.681,-941.536.672.555,681.486.642.188
,,,,,,,,-522.449.931.239,-224.388.103.857,-939.870.005.888,681.938.825.515
,,,,,,,,-520.459.931.184,-224.491.331.685,-938.203.339.222,682.376.344.525
,,,,,,,,-518.469.931.128,-224.429.732.793,-936.536.672.555,682.796.256.062
,,,,,,,,-516.479.931.073,-224.436.317.293,-934.870.005.888,683.195.771.815
,,,,,,,,-514.489.931.018,-22.390.141.157,-933.203.339.222,683.572.287.763
,,,,,,,,-512.499.930.963,-22.111.628.462,-931.536.672.555,68.392.341.209
,,,,,,,,-510.509.930.908,-221.176.803.208,-929.870.005.888,684.246.991.265
,,,,,,,,-508.519.930.852,-221.210.987.214,-928.203.339.222,684.541.133.929
,,,,,,,,-506.529.930.797,-221.475.624.703,-926.536.672.555,684.804.232.329
,,,,,,,,-504.539.930.742,-221.404.420.676,-924.870.005.888,685.034.980.976
,,,,,,,,-502.549.930.687,-223.839.470.448,-923.203.339.222,685.232.392.289
,,,,,,,,-500.559.930.631,-22.570.167.507,-921.536.672.555,685.395.808.978
,,,,,,,,-498.569.930.576,-226.009.633.956,-919.870.005.888,685.524.912.953
,,,,,,,,-496.579.930.521,-2.260.782.404,-918.203.339.222,685.619.730.603
,,,,,,,,-494.589.930.466,-226.275.211.356,-916.536.672.555,685.680.634.287
,,,,,,,,-49.259.993.041,-226.210.902.192,-914.870.005.888,685.708.339.964
,,,,,,,,-490.609.930.355,-226.251.907.073,-913.203.339.222,685.703.900.907
,,,,,,,,-4.886.199.303,-225.509.042.969,-911.536.672.555,685.668.697.492
,,,,,,,,-486.629.930.245,-225.710.364.586,-909.870.005.888,685.604.423.133
,,,,,,,,-48.463.993.019,-225.176.547.468,-908.203.339.222,685.513.066.444
,,,,,,,,-482.649.930.134,-225.303.884.664,-906.536.672.555,685.396.889.811
,,,,,,,,-480.659.930.079,-225.005.291.343,-904.870.005.888,685.258.404.558
,,,,,,,,-478.669.930.024,-225.439.377.012,-903.203.339.222,685.100.342.999
,,,,,,,,-476.679.929.969,-225.520.352.653,-901.536.672.555,684.925.627.668
,,,,,,,,-474.689.929.913,-225.883.178.517,-899.870.005.888,684.737.338.111
,,,,,,,,-472.699.929.858,-22.593.958.395,-898.203.339.222,684.538.675.633
,,,,,,,,-470.709.929.803,-225.560.154.088,-896.536.672.555,684.332.926.457
,,,,,,,,-468.719.929.748,-224.737.800.117,-894.870.005.888,684.123.423.769
,,,,,,,,-466.729.929.692,-221.965.262.577,-893.203.339.222,68.391.350.916
,,,,,,,,-464.739.929.637,-221.391.418.409,-891.536.672.555,683.706.493.982
,,,,,,,,-462.749.929.582,-221.392.942.727,-889.870.005.888,683.505.621.148
,,,,,,,,-460.759.929.527,-221.218.482.382,-888.203.339.222,683.314.027.921
,,,,,,,,-458.769.929.472,-221.374.600.342,-886.536.672.555,683.134.710.192
,,,,,,,,-456.779.929.416,-22.133.485.635,-884.870.005.888,682.970.488.763
,,,,,,,,-454.789.929.361,-222.951.387.926,-883.203.339.222,682.823.978.101
,,,,,,,,-452.799.929.306,-224.844.648.676,-881.536.672.555,682.697.557.995
,,,,,,,,-450.809.929.251,-224.936.447.868,-879.870.005.888,682.593.348.509
,,,,,,,,-448.819.929.195,-22.358.228.173,-878.203.339.222,682.513.188.548
,,,,,,,,-44.682.992.914,-224.479.542.029,-876.536.672.555,682.458.618.321
,,,,,,,,-444.839.929.085,-22.662.762.232,-874.870.005.888,682.430.865.903
,,,,,,,,-44.284.992.903,-228.171.955.764,-873.203.339.222,682.430.838.013
,,,,,,,,-440.859.928.975,-227.943.835.025,-871.536.672.555,682.459.115.091
,,,,,,,,-438.869.928.919,-24.097.724.401,-869.870.005.888,682.515.950.631
,,,,,,,,-436.879.928.864,-241.440.600.949,-868.203.339.222,682.601.274.716
,,,,,,,,-434.889.928.809,-241.188.692.968,-866.536.672.555,682.714.701.557
,,,,,,,,-432.899.928.754,-240.750.050.228,-864.870.005.888,682.855.540.841
,,,,,,,,-430.909.928.698,-240.719.022.679,-863.203.339.222,683.022.812.589
,,,,,,,,-428.919.928.643,-240.532.994.714,-861.536.672.555,683.215.265.179
,,,,,,,,-426.929.928.588,-24.000.431.301,-859.870.005.888,683.431.396.144
,,,,,,,,-424.939.928.533,-240.068.569.746,-858.203.339.222,683.669.475.343
,,,,,,,,-422.949.928.477,-239.835.627.762,-856.536.672.555,683.927.570.013
,,,,,,,,-420.959.928.422,-238.041.944.001,-854.870.005.888,684.203.571.271
,,,,,,,,-418.969.928.367,-236.881.457.959,-853.203.339.222,684.495.221.568
,,,,,,,,-416.979.928.312,-236.567.823.712,-851.536.672.555,684.800.142.634
,,,,,,,,-414.989.928.257,-223.763.742.863,-849.870.005.888,685.115.863.449
,,,,,,,,-412.999.928.201,-220.894.467.635,-848.203.339.222,685.439.847.817
,,,,,,,,-411.009.928.146,-218.642.547.802,-846.536.672.555,685.769.521.144
,,,,,,,,-409.019.928.091,-217.437.777.437,-844.870.005.888,686.102.296.051
,,,,,,,,-407.029.928.036,-217.738.521.422,-843.203.339.222,686.435.596.521
,,,,,,,,-40.503.992.798,-20.563.531.898,-841.536.672.555,686.766.880.327
,,,,,,,,-403.049.927.925,-205.142.001.563,-839.870.005.888,687.093.659.521
,,,,,,,,-40.105.992.787,-205.492.481.314,-838.203.339.222,687.413.518.862
,,,,,,,,-399.069.927.815,-204.471.599.881,-836.536.672.555,687.724.132.078
,,,,,,,,-397.079.927.759,-203.769.134.233,-834.870.005.888,688.023.275.948
,,,,,,,,-395.089.927.704,-204.748.348.459,-833.203.339.222,688.308.842.227
,,,,,,,,-393.099.927.649,-194.797.835.485,-831.536.672.555,688.578.847.486
,,,,,,,,-391.109.927.594,-194.342.328.677,-829.870.005.888,688.831.440.989
,,,,,,,,-389.119.927.539,-205.982.594.695,-828.203.339.222,689.064.910.777
,,,,,,,,-387.129.927.483,-207.059.419.785,-826.536.672.555,689.277.688.129
,,,,,,,,-385.139.927.428,-209.680.104.029,-824.870.005.888,68.946.835.063
,,,,,,,,-383.149.927.373,-209.697.317.969,-823.203.339.222,689.635.624.066
,,,,,,,,-381.159.927.318,-216.765.141.898,-821.536.672.555,689.778.383.366
,,,,,,,,-379.169.927.262,-226.016.708.649,-819.870.005.888,689.895.652.838
,,,,,,,,-377.179.927.207,-227.555.673.401,-818.203.339.222,689.986.605.895
,,,,,,,,-375.189.927.152,-228.754.816.952,-816.536.672.555,690.050.564.483
,,,,,,,,-373.199.927.097,-229.729.498.533,-814.870.005.888,690.086.998.364
,,,,,,,,-371.209.927.041,-239.483.830.255,-813.203.339.222,690.095.524.413
,,,,,,,,-369.219.926.986,-241.685.260.718,-811.536.672.555,690.075.906.014
,,,,,,,,-367.229.926.931,-241.364.014.627,-809.870.005.888,690.028.052.625
,,,,,,,,-365.239.926.876,-241.668.040.067,-808.203.339.222,689.952.019.542
,,,,,,,,-363.249.926.821,-241.387.787.751,-806.536.672.555,689.848.007.831
,,,,,,,,-361.259.926.765,-24.159.429.526,-804.870.005.888,689.716.364.389
,,,,,,,,-35.926.992.671,-241.043.546.399,-803.203.339.222,68.955.758.202
,,,,,,,,-357.279.926.655,-241.737.649.534,-801.536.672.555,689.372.299.425
,,,,,,,,-3.552.899.266,-240.511.296.021,-799.870.005.888,68.916.130.093
,,,,,,,,-353.299.926.544,-238.574.409.721,-798.203.339.222,688.925.515.803
,,,,,,,,-351.309.926.489,-2.377.182.661,-796.536.672.555,688.666.016.951
,,,,,,,,-349.319.926.434,-234.664.546.123,-794.870.005.888,688.384.018.823
,,,,,,,,-347.329.926.379,-224.736.512.009,-793.203.339.222,68.808.087.432
,,,,,,,,-345.339.926.323,-225.327.393.483,-791.536.672.555,687.758.070.535
,,,,,,,,-343.349.926.268,-226.148.602.412,-789.870.005.888,687.417.223.156
,,,,,,,,-341.359.926.213,-22.783.059.271,-788.203.339.222,687.060.069.406
,,,,,,,,-339.369.926.158,-227.683.132.351,-786.536.672.555,686.688.459.404
,,,,,,,,-337.379.926.103,-236.797.504.936,-784.870.005.888,686.304.345.884
,,,,,,,,-335.389.926.047,-239.767.482.902,-783.203.339.222,685.909.772.258
,,,,,,,,-333.399.925.992,-239.682.260.184,-781.536.672.555,685.506.859.018
,,,,,,,,-331.409.925.937,-239.835.089.355,-779.870.005.888,685.097.788.576
,,,,,,,,-329.419.925.882,-239.907.425.677,-778.203.339.222,684.684.788.639
,,,,,,,,-327.429.925.826,-239.737.308.365,-776.536.672.555,684.270.114.287
,,,,,,,,-325.439.925.771,-237.412.183.219,-774.870.005.888,683.856.028.964
,,,,,,,,-323.449.925.716,-236.579.571.183,-773.203.339.222,683.444.784.633
,,,,,,,,-321.459.925.661,-233.222.852.137,-771.536.672.555,683.038.601.372
,,,,,,,,-319.469.925.606,-223.043.811.777,-769.870.005.888,682.639.646.734
,,,,,,,,-31.747.992.555,-22.287.936.678,-768.203.339.222,682.250.015.195
,,,,,,,,-315.489.925.495,-220.639.868.342,-766.536.672.555,681.871.708.047
,,,,,,,,-31.349.992.544,-219.477.540.293,-764.870.005.888,681.506.614.086
,,,,,,,,-311.509.925.385,-217.388.100.414,-763.203.339.222,681.156.491.446
,,,,,,,,-309.519.925.329,-216.248.957.183,-761.536.672.555,680.822.950.902
,,,,,,,,-307.529.925.274,-213.784.916.616,-759.870.005.888,680.507.440.985
,,,,,,,,-305.539.925.219,-202.627.967.619,-758.203.339.222,680.211.235.157
,,,,,,,,-303.549.925.164,-201.131.490.814,-756.536.672.555,679.935.421.319
,,,,,,,,-301.559.925.108,-200.293.896.179,-754.870.005.888,679.680.893.842
,,,,,,,,-299.569.925.053,-190.020.317.825,-753.203.339.222,679.448.348.272
,,,,,,,,-297.579.924.998,-184.832.627.367,-751.536.672.555,679.238.278.817
,,,,,,,,-295.589.924.943,-184.449.682.656,-749.870.005.888,679.050.978.641
,,,,,,,,-293.599.924.888,-182.181.353.907,-748.203.339.222,678.886.542.964
,,,,,,,,-291.609.924.832,-182.567.595.617,-746.536.672.555,678.744.874.883
,,,,,,,,-289.619.924.777,-173.817.376.155,-744.870.005.888,678.625.693.783
,,,,,,,,-287.629.924.722,-16.697.083.845,-743.203.339.222,67.852.854.616
,,,,,,,,-285.639.924.667,-163.833.485.211,-741.536.672.555,678.452.818.606
,,,,,,,,-283.649.924.611,-16.018.362.956,-739.870.005.888,678.397.752.698
,,,,,,,,-281.659.924.556,-148.975.964.935,-738.203.339.222,678.362.461.457
,,,,,,,,-279.669.924.501,-148.717.061.984,-736.536.672.555,678.345.947.043
,,,,,,,,-277.679.924.446,-147.996.630.527,-734.870.005.888,678.347.119.315
,,,,,,,,-27.568.992.439,-147.572.500.483,-733.203.339.222,678.364.814.876
,,,,,,,,-273.699.924.335,-144.926.775.743,-731.536.672.555,678.397.816.221
,,,,,,,,-27.170.992.428,-144.536.601.094,-729.870.005.888,678.444.870.602
,,,,,,,,-269.719.924.225,-136.973.071.652,-728.203.339.222,67.850.470.825
,,,,,,,,-26.772.992.417,-131.257.926.978,-726.536.672.555,678.576.059.611
,,,,,,,,-265.739.924.114,-130.119.030.931,-724.870.005.888,678.657.671.263
,,,,,,,,-263.749.924.059,-126.866.746.795,-723.203.339.222,67.874.832.025
,,,,,,,,-261.759.924.004,-124.521.917.145,-721.536.672.555,678.846.826.585
,,,,,,,,-259.769.923.949,-118.252.162.629,-719.870.005.888,678.952.063.727
,,,,,,,,-257.779.923.893,-111.304.686.225,-718.203.339.222,679.062.966.888
,,,,,,,,-255.789.923.838,-109.145.701.604,-716.536.672.555,67.917.853.908
,,,,,,,,-253.799.923.783,-108.025.513.586,-714.870.005.888,679.297.854.859
,,,,,,,,-251.809.923.728,-101.781.355.481,-713.203.339.222,679.420.061.785
,,,,,,,,-249.819.923.672,-931.241.451.796,-711.536.672.555,679.544.379.659
,,,,,,,,-247.829.923.617,-89.189.126.695,-709.870.005.888,679.670.097.655
,,,,,,,,-245.839.923.562,-884.165.298.142,-708.203.339.222,679.796.569.516
,,,,,,,,-243.849.923.507,-818.749.218.559,-706.536.672.555,679.923.207.006
,,,,,,,,-241.859.923.452,-748.777.400.481,-704.870.005.888,68.004.947.187
,,,,,,,,-239.869.923.396,-731.640.960.243,-703.203.339.222,680.174.866.569
,,,,,,,,-237.879.923.341,-727.027.556.317,-701.536.672.555,680.298.924.082
,,,,,,,,-235.889.923.286,-717.328.973.648,-699.870.005.888,680.421.197.104
,,,,,,,,-233.899.923.231,-591.725.306.452,-698.203.339.222,680.541.246.934
,,,,,,,,-231.909.923.175,-632.622.087.114,-696.536.672.555,680.658.632.409
,,,,,,,,-22.991.992.312,-525.766.973.968,-694.870.005.888,680.772.899.184
,,,,,,,,-227.929.923.065,-520.279.991.938,-693.203.339.222,680.883.569.669
