time-(ms)-h-i,firing-modulation-(Hz-green-trace)-h-i
258.846.332.744,268.205.692.346
259.012.999.411,267.747.834.674
259.179.666.078,267.295.952.372
259.346.332.744,266.849.109.642
259.512.999.411,266.406.748.614
259.679.666.078,265.968.656.364
259.846.332.744,265.534.930.201
260.012.999.411,265.105.941.532
260.179.666.078,26.468.229.864
260.346.332.744,264.264.808.689
260.512.999.411,263.854.439.313
260.679.666.078,263.452.280.117
260.846.332.744,263.059.504.453
261.012.999.411,262.677.331.805
261.179.666.078,262.306.991.127
261.346.332.744,261.949.685.473
261.512.999.411,261.606.558.239
261.679.666.078,261.278.661.321
261.846.332.744,260.966.925.473
262.012.999.411,260.672.133.128
262.179.666.078,260.394.893.908
262.346.332.744,260.135.623.012
262.512.999.411,259.894.522.642
262.679.666.078,259.671.566.585
262.846.332.744,259.466.488
263.012.999.411,259.278.770.457
263.179.666.078,259.107.642.178
263.346.332.744,258.952.073.415
263.512.999.411,258.810.776.841
263.679.666.078,258.682.210.772
263.846.332.744,258.564.585.021
264.012.999.411,258.455.869.106
264.179.666.078,258.353.802.542
264.346.332.744,258.255.906.875
264.512.999.411,258.159.499.126
264.679.666.078,258.061.706.271
264.846.332.744,257.959.480.394
265.012.999.411,257.849.614.135
265.179.666.078,257.728.756.079
265.346.332.744,257.593.425.735
265.512.999.411,257.440.027.795
265.679.666.078,257.264.865.391
265.846.332.744,25.706.415.211
266.012.999.411,2.568.340.226
266.179.666.078,256.570.541.616
266.346.332.744,256.269.711.475
266.512.999.411,255.927.477.902
266.679.666.078,255.539.734.359
266.846.332.744,255.102.324.999
267.012.999.411,254.611.046.464
267.179.666.078,254.061.648.805
267.346.332.744,253.449.835.875
267.512.999.411,252.771.265.584
267.679.666.078,252.021.550.468
267.846.332.744,251.196.259.036
268.012.999.411,250.290.918.398
268.179.666.078,249.301.018.684
268.346.332.744,248.222.019.743
268.512.999.411,247.049.360.604
268.679.666.078,245.778.472.141
268.846.332.744,244.404.793.324
269.012.999.411,242.923.791.379
269.179.666.078,241.330.986.091
269.346.332.744,239.621.978.402
269.512.999.411,237.792.483.331
269.679.666.078,235.838.367.157
269.846.332.744,233.755.688.654
270.012.999.411,231.540.744.082
270.179.666.078,229.190.115.471
270.346.332.744,226.700.721.667
270.512.999.411,224.069.871.439
270.679.666.078,221.295.317.886
270.846.332.744,218.375.313.275
271.012.999.411,215.308.663.351
271.179.666.078,212.094.780.127
271.346.332.744,2.087.337.321
271.512.999.411,205.226.290.834
271.679.666.078,201.573.972.866
271.846.332.744,197.779.075.888
272.012.999.411,193.844.708.269
272.179.666.078,189.774.810.989
272.346.332.744,185.574.171.232
272.512.999.411,181.248.426.943
272.679.666.078,176.804.061.833
272.846.332.744,172.248.390.467
273.012.999.411,167.589.533.221
273.179.666.078,162.836.381.088
273.346.332.744,157.998.550.492
273.512.999.411,153.086.328.452
273.679.666.078,148.110.608.607
273.846.332.744,143.082.818.807
274.012.999.411,138.014.841.112
274.179.666.078,132.918.925.199
274.346.332.744,127.807.596.311
274.512.999.411,122.693.558.958
274.679.666.078,117.589.597.698
274.846.332.744,11.250.847.636
275.012.999.411,107.462.837.088
275.179.666.078,102.465.100.629
275.346.332.744,975.273.692.023
275.512.999.411,926.613.332.966
275.679.666.078,878.781.836.128
275.846.332.744,831.885.293.048
276.012.999.411,786.023.235.354
276.179.666.078,741.287.972.291
276.346.332.744,697.764.017.563
276.512.999.411,655.527.611.189
276.679.666.078,614.646.340.413
276.846.332.744,575.178.861.989
277.012.999.411,537.174.726.494
277.179.666.078,500.674.303.633
277.346.332.744,465.708.805.971
277.512.999.411,432.300.407.032
277.679.666.078,400.462.448.401
277.846.332.744,370.199.729.267
278.012.999.411,341.508.870.893
278.179.666.078,314.378.747.631
278.346.332.744,288.790.975.532
278.512.999.411,264.720.449.168
278.679.666.078,242.135.917.024
278.846.332.744,221.000.585.839
279.012.999.411,201.272.744.355
279.179.666.078,182.906.397.274
279.346.332.744,165.851.900.642
279.512.999.411,150.056.590.477
279.679.666.078,135.465.397.111
279.846.332.744,122.021.438.515
280.012.999.411,109.666.586.662
280.179.666.078,983.420.018.955
280.346.332.744,879.886.311.263
280.512.999.411,785.476.665.917
280.679.666.078,699.609.627.745
280.846.332.744,621.714.099.215
281.012.999.411,551.232.633.969
281.179.666.078,487.624.288.337
281.346.332.744,430.367.037.174
281.512.999.411,378.959.766.243
281.679.666.078,332.923.858.483
281.846.332.744,29.180.439.581
282.012.999.411,255.171.001.567
282.179.666.078,222.618.351.437
282.346.332.744,193.766.382.523
282.512.999.411,168.260.231.498
282.679.666.078,145.769.933.261
282.846.332.744,125.989.911.421
283.012.999.411,108.638.291.382
283.179.666.078,934.560.656.738
283.346.332.744,802.061.397.834
283.512.999.411,686.722.849.651
283.679.666.078,586.580.225.427
283.846.332.744,499.854.620.625
284.012.999.411,424.941.134.174
284.179.666.078,360.396.907.658
284.346.332.744,304.929.237.855
284.512.999.411,25.738.389.566
284.679.666.078,216.733.762.895
284.846.332.744,182.067.878.167
285.012.999.411,152.580.963.924
285.179.666.078,127.563.489.419
285.346.332.744,10.639.230.851
285.512.999.411,885.218.971.256
285.679.666.078,734.762.028.558
285.846.332.744,608.411.084.748
286.012.999.411,502.575.021.423
286.179.666.078,414.149.395.536
286.346.332.744,340.458.772.549
286.512.999.411,279.204.516.246
286.679.666.078,22.841.774.497
286.846.332.744,186.417.139.486
287.012.999.411,151.771.272.465
287.179.666.078,123.265.122.381
287.346.332.744,998.704.342.262
287.512.999.411,80.719.594.664
287.679.666.078,650.826.989.905
287.846.332.744,523.475.005.514
288.012.999.411,420.019.492.087
288.179.666.078,336.190.432.531
288.346.332.744,268.437.381.597
288.512.999.411,213.816.752.045
288.679.666.078,169.895.127.148
288.846.332.744,134.666.622.219
289.012.999.411,106.482.507.173
289.179.666.078,"8,40E+06"
289.346.332.744,"6,61E+06"
289.512.999.411,"5,19E+05"
289.679.666.078,"4,06E+05"
289.846.332.744,"3,17E+06"
290.012.999.411,"2,47E+06"
290.179.666.078,"1,92E+06"
290.346.332.744,"1,49E+06"
290.512.999.411,"1,15E+06"
290.679.666.078,"8,89E+05"
290.846.332.744,"6,84E+05"
291.012.999.411,"5,25E+05"
291.179.666.078,"4,02E+05"
291.346.332.744,"3,08E+05"
291.512.999.411,"2,34E+05"
291.679.666.078,"1,78E+05"
291.846.332.744,"1,35E+05"
292.012.999.411,"1,02E+05"
292.179.666.078,"7,72E+04"
292.346.332.744,"5,81E+04"
292.512.999.411,"4,36E+04"
292.679.666.078,"3,27E+04"
292.846.332.744,"2,44E+04"
293.012.999.411,"1,82E+04"
293.179.666.078,"1,35E+04"
293.346.332.744,"1,00E+04"
293.512.999.411,"7,43E+03"
293.679.666.078,"5,49E+03"
293.846.332.744,"4,04E+03"
294.012.999.411,"2,97E+03"
294.179.666.078,"2,17E+03"
294.346.332.744,"1,59E+03"
294.512.999.411,"1,16E+02"
294.679.666.078,"8,42E+02"
294.846.332.744,"6,11E+02"
295.012.999.411,"4,42E+02"
295.179.666.078,"3,19E+02"
295.346.332.744,"2,30E+02"
295.512.999.411,"1,65E+02"
295.679.666.078,"1,18E+02"
295.846.332.744,"8,46E+01"
296.012.999.411,"6,03E+01"
296.179.666.078,"4,29E+01"
296.346.332.744,"3,04E+00"
296.512.999.411,"2,15E+01"
296.679.666.078,"1,52E+01"
296.846.332.744,"1,07E+01"
297.012.999.411,"7,52E+00"
297.179.666.078,"5,27E+00"
297.346.332.744,"3,69E+00"
297.512.999.411,"2,57E+00"
297.679.666.078,"1,79E+00"
297.846.332.744,"1,24E+00"
298.012.999.411,"8,58E-01"
298.179.666.078,"5,93E-01"
298.346.332.744,"4,08E-01"
298.512.999.411,"2,80E-01"
298.679.666.078,"1,92E-01"
